Date,EUR,JPY,GBP
2014-01-02,0.0067299977702176,-0.0037061342953962,0.0073348912878731
2014-01-03,0.0054274087929623,0.0001162929248505,0.0016907369247231
2014-01-04,4.756219947542055e-05,-0.0013820911261025,4.596651996481945e-05
2014-01-05,-0.0004077494191697,0.0007547211538913,0.0006301848914953
2014-01-06,-0.002681693005687,-0.0049009912238877,-0.0001821220173324
2014-01-07,0.0011702113777853,0.0027718241330072,0.0005380665823151
2014-01-08,0.0028414903623689,0.0016340317654425,-0.002974469568752
2014-01-09,-0.0020480517717424,0.0002080017716273,-0.0015671636399061
2014-01-10,-0.004723627969879,-0.0048880117483023,-0.0005372197852445
2014-01-11,-2.050310519599196e-05,-0.0003960360982265,-1.483531563406338e-05
2014-01-12,-7.244767196686795e-05,-0.0016058397688496,0.0001796573494165
2014-01-13,9.705134775722296e-05,-0.0080381369376535,0.0056763429498417
2014-01-14,-0.0004033032642252,0.0079651165384393,-0.0029590506026593
2014-01-15,0.0050915405517948,0.0026902000991491,0.0040662364494465
2014-01-16,-0.0008833291601357,-4.693951736746989e-05,0.001115772092538
2014-01-17,0.0056187475120937,4.599097575461856e-05,-0.0044426564107624
2014-01-18,9.748568186768262e-05,-0.0004801446032723,9.032778316320202e-05
2014-01-19,0.0004575141360981,-0.000233921717822,0.0004728559437271
2014-01-20,-0.0018394484133846,-0.0009189598942315,-0.0009196475113985
2014-01-21,-0.0001396544841866,0.000527689815071,-0.0028052170719773
2014-01-22,0.0009365320674193,0.0026323669705404,-0.0058031716690875
2014-01-23,-0.0106420058997294,-0.0094822790521774,-0.0039053209752987
2014-01-24,0.0010441449805724,-0.0084289817695716,0.0093063977907265
2014-01-25,6.838771182416808e-06,-0.0024222247933744,-0.0001137364825828
2014-01-26,-0.0001449919641429,-0.0035630472913411,0.0002587729397282
2014-01-27,0.0004212392153933,0.0046149589301883,-0.0059986278440535
2014-01-28,0.0014347106737121,0.0058918778691413,0.0007408236407975
2014-01-29,-0.0006583449555466,-0.0082411740146746,0.0004372757789084
2014-01-30,0.0079936737885911,0.0046940687645985,0.0042616928319242
2014-01-31,0.0048204789550032,-0.0065336006218699,0.0030311061216135
2014-02-01,4.855973185180495e-05,0.0002545966252227,-8.21979738210142e-06
2014-02-02,0.0001766835689553,-0.000296720651437,0.0005012840372048
2014-02-03,-0.0030308701694723,-0.0082680919782375,0.0075414484433745
2014-02-04,0.0009545533320902,0.0041214610496762,-0.001187925724644
2014-02-05,-0.0014538257442662,-0.0022212308832941,0.0011324770798599
2014-02-06,-0.004300801889859,0.0045699877982731,-0.0007570183628483
2014-02-07,-0.0031760817437762,0.0026143780122332,-0.0053890753570953
2014-02-08,3.954177896244915e-05,0.0010495104796888,-2.29734541746566e-05
2014-02-09,0.0011283268438812,0.0019503549684274,0.0001181435708299
2014-02-10,-0.0018048430296902,-0.0024001500259183,0.000298578473398
2014-02-11,0.0004119655589583,0.0029834331452187,-0.0029124822746865
2014-02-12,0.003197187893325,-0.0007150002767667,-0.0094062533693775
2014-02-13,-0.0061679556957092,-0.0020327541395176,-0.0029936059024738
2014-02-14,-0.0009976974410507,-0.0037412262317276,-0.005441322279078
2014-02-15,-5.340282091401462e-05,-0.0005124585457602,1.507213271543294e-05
2014-02-16,-0.0006684611260714,-0.0009195591572316,-0.0007723204759819
2014-02-17,-0.0002370822720845,0.0017087539054839,0.0027698785658029
2014-02-18,-0.0039082987697969,0.0035251023123621,0.0019518749784224
2014-02-19,0.0018228437828326,0.0003059973106065,5.004191009904766e-06
2014-02-20,0.0011543977172789,-3.323372989297062e-05,0.001686653011077
2014-02-21,-0.0015541490800053,0.0011332331569733,0.0021408814066381
2014-02-22,1.099186464628117e-05,0.0008412785196231,-0.0001362676298355
2014-02-23,9.892134524607862e-05,0.0002896966057966,-0.0008013633580686
2014-02-24,0.0003420275674593,-0.0004526170958895,-0.0014130937364939
2014-02-25,-0.0008463538593883,-0.0025077984497043,-0.0014751416352117
2014-02-26,0.004417597725229,0.0013479732348735,0.0007703454096037
2014-02-27,-0.0018861662801472,-0.0017393136590717,-0.001285907813667
2014-02-28,-0.0066318102455197,-0.003019443437713,-0.0033132761838284
2014-03-01,-5.520736576653455e-06,-0.0006499652664321,3.683734637559586e-05
2014-03-02,0.0018077913677516,-0.0022663985532891,0.0006745532177797
2014-03-03,0.0030139833847301,-0.0008902650505077,0.0041327789395896
2014-03-04,-0.0004396323096139,0.0057618402804619,-6.165736669999517e-05
2014-03-05,0.0003984249900891,0.00122763527722,-0.0034705998202214
2014-03-06,-0.0090849629787443,0.0071537227802341,-0.0010105557075505
2014-03-07,-0.0010026829193377,0.0022375628643495,0.0014686501097568
2014-03-08,2.77502587728907e-05,0.0007218212686779,-4.513136990351077e-05
2014-03-09,-3.885057790725097e-05,-0.0005609408063907,-0.0005216658647873
2014-03-10,-8.18686591273774e-05,0.0007991727776668,0.0047334977298608
2014-03-11,0.0013936279494594,-0.0024188497783392,0.0016548516281491
2014-03-12,-0.0033007040833413,-0.0018119071023668,-0.0002193806162755
2014-03-13,0.002432861477139,-0.0078930342240068,-0.0001030590246541
2014-03-14,-0.0030433939457642,-0.0044606314835486,-0.0015138637852138
2014-03-15,4.173468841284597e-06,-0.0017322603803928,0.0
2014-03-16,0.0002114329598475,-0.0003126764687115,0.0005376008651202
2014-03-17,-0.0011495101931407,0.0034704510074338,0.0001746996626082
2014-03-18,-0.0004833000433219,-0.0026273359284964,0.0025255727529817
2014-03-19,0.0078763182193472,0.0075209994396378,0.0035218128495131
2014-03-20,0.0031202866555203,0.0003169184597291,0.0018255943413114
